"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:CC","mitochondrion","GO:0005739","1","0","342","8","2","3609","Q8IBI5,Q8IJD1"
"GO:CC","cytoplasm","GO:0005737","1","0","1856","8","4","3609","C6KSR4,C6KT59,Q8IBI5,Q8IJD1"
"GO:CC","nucleolus","GO:0005730","1","0","129","8","1","3609","Q8IDT3"
"GO:CC","chromosome","GO:0005694","1","0","111","8","1","3609","Q8ID85"
"GO:CC","nucleoplasm","GO:0005654","1","0","100","8","2","3609","Q8ID85,Q8IDT3"
"GO:CC","nucleus","GO:0005634","1","0","944","8","4","3609","Q8I324,Q8IB25,Q8ID85,Q8IDT3"
"GO:CC","intracellular anatomical structure","GO:0005622","1","0","2540","8","8","3609","C6KSR4,C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IDT3,Q8IJD1"
"GO:CC","cellular_component","GO:0005575","1","0","3593","8","8","3609","C6KSR4,C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IDT3,Q8IJD1"
"GO:CC","P-body","GO:0000932","1","0","18","8","1","3609","C6KSR4"
"GO:CC","chromatin","GO:0000785","1","0","38","8","1","3609","Q8ID85"
"GO:CC","membrane","GO:0016020","1","0","1501","8","1","3609","C6KT59"
"GO:CC","integral component of membrane","GO:0016021","1","0","1228","8","1","3609","C6KT59"
"GO:CC","90S preribosome","GO:0030686","1","0","24","8","1","3609","Q8IDT3"
"GO:CC","intracellular organelle","GO:0043229","1","0","2189","8","8","3609","C6KSR4,C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IDT3,Q8IJD1"
"GO:CC","non-membrane-bounded organelle","GO:0043228","1","0","559","8","4","3609","C6KSR4,Q8ID85,Q8IDT3,Q8IJD1"
"GO:CC","membrane-bounded organelle","GO:0043227","1","0","2050","8","7","3609","C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IDT3,Q8IJD1"
"GO:CC","organelle","GO:0043226","1","0","2238","8","8","3609","C6KSR4,C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IDT3,Q8IJD1"
"GO:CC","H4/H2A histone acetyltransferase complex","GO:0043189","1","0","12","8","1","3609","Q8ID85"
"GO:CC","cytoplasmic ribonucleoprotein granule","GO:0036464","1","0","23","8","1","3609","C6KSR4"
"GO:CC","ribonucleoprotein granule","GO:0035770","1","0","37","8","1","3609","C6KSR4"
"GO:CC","NuA4 histone acetyltransferase complex","GO:0035267","1","0","12","8","1","3609","Q8ID85"
"GO:CC","methyltransferase complex","GO:0034708","1","0","14","8","1","3609","Q8I324"
"GO:CC","protein-containing complex","GO:0032991","1","0","1107","8","4","3609","Q8I324,Q8IB25,Q8ID85,Q8IDT3"
"GO:CC","nuclear lumen","GO:0031981","1","0","276","8","2","3609","Q8ID85,Q8IDT3"
"GO:CC","membrane-enclosed lumen","GO:0031974","1","0","386","8","2","3609","Q8ID85,Q8IDT3"
"GO:CC","protein acetyltransferase complex","GO:0031248","1","0","16","8","1","3609","Q8ID85"
"GO:CC","intrinsic component of membrane","GO:0031224","1","0","1247","8","1","3609","C6KT59"
"GO:CC","preribosome, large subunit precursor","GO:0030687","1","0","23","8","1","3609","Q8IDT3"
"GO:CC","intracellular membrane-bounded organelle","GO:0043231","1","0","1970","8","7","3609","C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IDT3,Q8IJD1"
"GO:CC","intracellular non-membrane-bounded organelle","GO:0043232","1","0","558","8","4","3609","C6KSR4,Q8ID85,Q8IDT3,Q8IJD1"
"GO:CC","organelle lumen","GO:0043233","1","0","386","8","2","3609","Q8ID85,Q8IDT3"
"GO:CC","intracellular organelle lumen","GO:0070013","1","0","385","8","2","3609","Q8ID85,Q8IDT3"
"GO:CC","ribonucleoprotein complex","GO:1990904","1","0","395","8","1","3609","Q8IDT3"
"GO:CC","transferase complex","GO:1990234","1","0","156","8","2","3609","Q8I324,Q8ID85"
"GO:CC","ATPase complex","GO:1904949","1","0","17","8","1","3609","Q8ID85"
"GO:CC","preribosome","GO:0030684","1","0","94","8","1","3609","Q8IDT3"
"GO:CC","H4 histone acetyltransferase complex","GO:1902562","1","0","12","8","1","3609","Q8ID85"
"GO:CC","acetyltransferase complex","GO:1902493","1","0","16","8","1","3609","Q8ID85"
"GO:CC","intracellular protein-containing complex","GO:0140535","1","0","192","8","1","3609","Q8ID85"
"GO:CC","nuclear protein-containing complex","GO:0140513","1","0","323","8","3","3609","Q8IB25,Q8ID85,Q8IDT3"
"GO:CC","cellular anatomical entity","GO:0110165","1","0","3529","8","8","3609","C6KSR4,C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IDT3,Q8IJD1"
"GO:CC","supramolecular complex","GO:0099080","1","0","91","8","1","3609","C6KSR4"
"GO:CC","INO80-type complex","GO:0097346","1","0","10","8","1","3609","Q8ID85"
"GO:CC","SWI/SNF superfamily-type complex","GO:0070603","1","0","17","8","1","3609","Q8ID85"
"GO:CC","catalytic complex","GO:1902494","1","0","345","8","2","3609","Q8I324,Q8ID85"
"KEGG","Sulfur relay system","KEGG:04122","0.05993479094745087","1.2223210051522038","6","1","1","1056","Q8IBI5"
"KEGG","Thiamine metabolism","KEGG:00730","0.0799130545966","1.09738226854391","8","1","1","1056","Q8IBI5"
"KEGG","Biosynthesis of cofactors","KEGG:01240","0.6293153049482155","0.20113170608227857","63","1","1","1056","Q8IBI5"
"KEGG","Metabolic pathways","KEGG:01100","1","0","279","1","1","1056","Q8IBI5"
"KEGG","KEGG root term","KEGG:00000","1","0","1056","1","1","1056","Q8IBI5"
"REAC","Molybdenum cofactor biosynthesis","REAC:R-PFA-947581","0.13256973167886513","0.8775556227291794","1","3","1","898","Q8IBI5"
"REAC","Regulation of TP53 Activity through Phosphorylation","REAC:R-PFA-6804756","1","0","24","3","1","898","Q8IDT3"
"REAC","Regulation of TP53 Activity","REAC:R-PFA-5633007","1","0","26","3","1","898","Q8IDT3"
"REAC","RNA Polymerase II Transcription","REAC:R-PFA-73857","1","0","79","3","1","898","Q8IDT3"
"REAC","Mitochondrial iron-sulfur cluster biogenesis","REAC:R-PFA-1362409","1","0","8","3","1","898","Q8IBI5"
"REAC","Metabolism of water-soluble vitamins and cofactors","REAC:R-PFA-196849","1","0","24","3","1","898","Q8IBI5"
"REAC","Metabolism of vitamins and cofactors","REAC:R-PFA-196854","1","0","29","3","1","898","Q8IBI5"
"REAC","Metabolism","REAC:R-PFA-1430728","1","0","253","3","1","898","Q8IBI5"
"REAC","HATs acetylate histones","REAC:R-PFA-3214847","1","0","13","3","1","898","Q8ID85"
"REAC","Generic Transcription Pathway","REAC:R-PFA-212436","1","0","52","3","1","898","Q8IDT3"
"REAC","Gene expression (Transcription)","REAC:R-PFA-74160","1","0","80","3","1","898","Q8IDT3"
"REAC","Chromatin organization","REAC:R-PFA-4839726","1","0","27","3","1","898","Q8ID85"
"REAC","Chromatin modifying enzymes","REAC:R-PFA-3247509","1","0","27","3","1","898","Q8ID85"
"REAC","Transcriptional Regulation by TP53","REAC:R-PFA-3700989","1","0","46","3","1","898","Q8IDT3"
"REAC","REACTOME root term","REAC:0000000","1","0","898","3","3","898","Q8IBI5,Q8ID85,Q8IDT3"
