"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","signal transduction","GO:0007165","1","0","149","21","2","2939","O77344,Q8IHY1"
"GO:BP","cell adhesion","GO:0007155","1","0","89","21","1","2939","C0H4M0"
"GO:BP","cell communication","GO:0007154","1","0","156","21","2","2939","O77344,Q8IHY1"
"GO:BP","reciprocal meiotic recombination","GO:0007131","1","0","15","21","1","2939","Q8IAN4"
"GO:BP","meiosis I","GO:0007127","1","0","15","21","1","2939","Q8IAN4"
"GO:BP","mitotic chromosome condensation","GO:0007076","1","0","6","21","1","2939","C0H598"
"GO:BP","chromosome segregation","GO:0007059","1","0","37","21","2","2939","C0H598,Q8I482"
"GO:BP","mitochondrion organization","GO:0007005","1","0","60","21","1","2939","Q8IHR4"
"GO:BP","macromolecule metabolic process","GO:0043170","1","0","1585","21","14","2939","C0H4S1,C6KSY0,O77344,O97224,Q8I282,Q8I377,Q8I433,Q8I482,Q8IAM1,Q8IAN4,Q8IDD9,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","macromolecule glycosylation","GO:0043413","1","0","22","21","1","2939","C0H4S1"
"GO:BP","regulation of nucleic acid-templated transcription","GO:1903506","1","0","128","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","mitotic cell cycle process","GO:1903047","1","0","58","21","3","2939","C0H598,Q8I482,Q9U0H1"
"GO:BP","meiotic cell cycle process","GO:1903046","1","0","28","21","1","2939","Q8IAN4"
"GO:BP","synthesis of RNA primer involved in mitotic DNA replication","GO:1902981","1","0","1","21","1","2939","Q9U0H1"
"GO:BP","mitotic DNA replication initiation","GO:1902975","1","0","6","21","1","2939","Q9U0H1"
"GO:BP","mitotic DNA replication","GO:1902969","1","0","9","21","1","2939","Q9U0H1"
"GO:BP","synthesis of RNA primer involved in nuclear cell cycle DNA replication","GO:1902318","1","0","1","21","1","2939","Q9U0H1"
"GO:BP","nuclear cell cycle DNA replication initiation","GO:1902315","1","0","6","21","1","2939","Q9U0H1"
"GO:BP","synthesis of RNA primer involved in cell cycle DNA replication","GO:1902295","1","0","1","21","1","2939","Q9U0H1"
"GO:BP","cell cycle DNA replication initiation","GO:1902292","1","0","6","21","1","2939","Q9U0H1"
"GO:BP","organic substance biosynthetic process","GO:1901576","1","0","780","21","8","2939","C0H4S1,C6KSY0,O97224,Q8I482,Q8IAM1,Q8IHY1,Q8ILY1,Q9U0H1"
"GO:BP","organic substance catabolic process","GO:1901575","1","0","303","21","1","2939","Q8IDD9"
"GO:BP","regulation of RNA biosynthetic process","GO:2001141","1","0","128","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","organonitrogen compound biosynthetic process","GO:1901566","1","0","495","21","3","2939","C0H4S1,O97224,Q8IHY1"
"GO:BP","organonitrogen compound metabolic process","GO:1901564","1","0","1100","21","7","2939","C0H4S1,O77344,O97224,Q8I377,Q8I433,Q8IDD9,Q8IHY1"
"GO:BP","organic cyclic compound biosynthetic process","GO:1901362","1","0","332","21","6","2939","C6KSY0,Q8I482,Q8IAM1,Q8IHY1,Q8ILY1,Q9U0H1"
"GO:BP","organic cyclic compound metabolic process","GO:1901360","1","0","971","21","9","2939","C6KSY0,Q8I282,Q8I482,Q8IAM1,Q8IAN4,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","nucleoside phosphate biosynthetic process","GO:1901293","1","0","69","21","1","2939","Q8IHY1"
"GO:BP","carbohydrate derivative biosynthetic process","GO:1901137","1","0","109","21","2","2939","C0H4S1,Q8IHY1"
"GO:BP","carbohydrate derivative metabolic process","GO:1901135","1","0","155","21","2","2939","C0H4S1,Q8IHY1"
"GO:BP","reciprocal homologous recombination","GO:0140527","1","0","15","21","1","2939","Q8IAN4"
"GO:BP","mitotic nuclear division","GO:0140014","1","0","26","21","2","2939","C0H598,Q8I482"
"GO:BP","meiotic nuclear division","GO:0140013","1","0","20","21","1","2939","Q8IAN4"
"GO:BP","nuclear chromosome segregation","GO:0098813","1","0","33","21","2","2939","C0H598,Q8I482"
"GO:BP","cell-cell adhesion","GO:0098609","1","0","86","21","1","2939","C0H4M0"
"GO:BP","nucleic acid-templated transcription","GO:0097659","1","0","187","21","3","2939","C6KSY0,Q8I482,Q8IAM1"
"GO:BP","organonitrogen compound catabolic process","GO:1901565","1","0","191","21","1","2939","Q8IDD9"
"GO:BP","mannosylation","GO:0097502","1","0","6","21","1","2939","C0H4S1"
"GO:BP","regulation of membrane lipid distribution","GO:0097035","1","0","10","21","1","2939","Q8IHY1"
"GO:BP","organophosphate biosynthetic process","GO:0090407","1","0","137","21","1","2939","Q8IHY1"
"GO:BP","nucleic acid phosphodiester bond hydrolysis","GO:0090305","1","0","95","21","3","2939","Q8I282,Q8ILY1,Q9U0H1"
"GO:BP","regulation of cellular process","GO:0050794","1","0","518","21","4","2939","C6KSY0,O77344,Q8IAM1,Q8IHY1"
"GO:BP","regulation of biological process","GO:0050789","1","0","568","21","4","2939","C6KSY0,O77344,Q8IAM1,Q8IHY1"
"GO:BP","heterocycle metabolic process","GO:0046483","1","0","969","21","9","2939","C6KSY0,Q8I282,Q8I482,Q8IAM1,Q8IAN4,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","ribose phosphate biosynthetic process","GO:0046390","1","0","45","21","1","2939","Q8IHY1"
"GO:BP","cGMP metabolic process","GO:0046068","1","0","6","21","1","2939","Q8IHY1"
"GO:BP","phospholipid translocation","GO:0045332","1","0","9","21","1","2939","Q8IHY1"
"GO:BP","double-strand break repair via synthesis-dependent strand annealing","GO:0045003","1","0","4","21","1","2939","Q8IAN4"
"GO:BP","cell cycle DNA replication","GO:0044786","1","0","12","21","1","2939","Q9U0H1"
"GO:BP","obsolete multi-organism cellular process","GO:0044764","1","0","9","21","1","2939","Q8I4R5"
"GO:BP","biological process involved in interspecies interaction between organisms","GO:0044419","1","0","284","21","2","2939","O77309,Q8I4R5"
"GO:BP","entry into host","GO:0044409","1","0","37","21","1","2939","Q8I4R5"
"GO:BP","adhesion of symbiont to host","GO:0044406","1","0","83","21","1","2939","O77309"
"GO:BP","biological process involved in symbiotic interaction","GO:0044403","1","0","283","21","2","2939","O77309,Q8I4R5"
"GO:BP","small molecule metabolic process","GO:0044281","1","0","294","21","1","2939","Q8IHY1"
"GO:BP","cellular nitrogen compound biosynthetic process","GO:0044271","1","0","636","21","6","2939","C6KSY0,Q8I482,Q8IAM1,Q8IHY1,Q8ILY1,Q9U0H1"
"GO:BP","cellular protein metabolic process","GO:0044267","1","0","855","21","5","2939","C0H4S1,O77344,O97224,Q8I433,Q8IDD9"
"GO:BP","cellular macromolecule catabolic process","GO:0044265","1","0","222","21","1","2939","Q8IDD9"
"GO:BP","cellular macromolecule metabolic process","GO:0044260","1","0","1099","21","9","2939","C0H4S1,O77344,O97224,Q8I433,Q8IAN4,Q8IDD9,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","cellular protein catabolic process","GO:0044257","1","0","144","21","1","2939","Q8IDD9"
"GO:BP","cellular biosynthetic process","GO:0044249","1","0","769","21","8","2939","C0H4S1,C6KSY0,O97224,Q8I482,Q8IAM1,Q8IHY1,Q8ILY1,Q9U0H1"
"GO:BP","cellular catabolic process","GO:0044248","1","0","296","21","1","2939","Q8IDD9"
"GO:BP","primary metabolic process","GO:0044238","1","0","1821","21","15","2939","C0H4S1,C6KSY0,O77344,O97224,Q8I282,Q8I377,Q8I433,Q8I482,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","cellular metabolic process","GO:0044237","1","0","1870","21","14","2939","C0H4S1,C6KSY0,O77344,O97224,Q8I282,Q8I433,Q8I482,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","cellular component biogenesis","GO:0044085","1","0","443","21","1","2939","Q8I482"
"GO:BP","DNA strand elongation involved in DNA replication","GO:0006271","1","0","16","21","1","2939","Q9U0H1"
"GO:BP","cellular amide metabolic process","GO:0043603","1","0","355","21","1","2939","Q8I433"
"GO:BP","protein acylation","GO:0043543","1","0","38","21","1","2939","O97224"
"GO:BP","response to stimulus","GO:0050896","1","0","545","21","4","2939","O77344,Q8IAN4,Q8IHY1,Q9U0H1"
"GO:BP","macromolecule modification","GO:0043412","1","0","539","21","4","2939","C0H4S1,O77344,O97224,Q8IDD9"
"GO:BP","regulation of nitrogen compound metabolic process","GO:0051171","1","0","268","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","establishment of localization","GO:0051234","1","0","469","21","1","2939","Q8IHY1"
"GO:BP","nucleic acid metabolic process","GO:0090304","1","0","818","21","8","2939","C6KSY0,Q8I282,Q8I482,Q8IAM1,Q8IAN4,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","regulation of primary metabolic process","GO:0080090","1","0","273","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","purine-containing compound biosynthetic process","GO:0072522","1","0","42","21","1","2939","Q8IHY1"
"GO:BP","purine-containing compound metabolic process","GO:0072521","1","0","71","21","1","2939","Q8IHY1"
"GO:BP","DNA biosynthetic process","GO:0071897","1","0","22","21","2","2939","Q8ILY1,Q9U0H1"
"GO:BP","cellular component organization or biogenesis","GO:0071840","1","0","735","21","6","2939","C0H598,Q8I482,Q8IAN4,Q8IHR4,Q8IHY1,Q8ILY1"
"GO:BP","organic substance metabolic process","GO:0071704","1","0","1884","21","15","2939","C0H4S1,C6KSY0,O77344,O97224,Q8I282,Q8I377,Q8I433,Q8I482,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","organic substance transport","GO:0071702","1","0","293","21","1","2939","Q8IHY1"
"GO:BP","DNA conformation change","GO:0071103","1","0","48","21","2","2939","Q8IAN4,Q8ILY1"
"GO:BP","protein modification by small protein conjugation or removal","GO:0070647","1","0","107","21","1","2939","Q8IDD9"
"GO:BP","glycosylation","GO:0070085","1","0","24","21","1","2939","C0H4S1"
"GO:BP","regulation of biological quality","GO:0065008","1","0","136","21","1","2939","Q8IHY1"
"GO:BP","biological regulation","GO:0065007","1","0","667","21","4","2939","C6KSY0,O77344,Q8IAM1,Q8IHY1"
"GO:BP","meiosis I cell cycle process","GO:0061982","1","0","18","21","1","2939","Q8IAN4"
"GO:BP","membrane organization","GO:0061024","1","0","70","21","1","2939","Q8IHY1"
"GO:BP","regulation of macromolecule metabolic process","GO:0060255","1","0","305","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","nucleobase-containing small molecule metabolic process","GO:0055086","1","0","119","21","1","2939","Q8IHY1"
"GO:BP","cyclic purine nucleotide metabolic process","GO:0052652","1","0","2","21","1","2939","Q8IHY1"
"GO:BP","movement in host environment","GO:0052126","1","0","41","21","1","2939","Q8I4R5"
"GO:BP","cellular response to stimulus","GO:0051716","1","0","328","21","4","2939","O77344,Q8IAN4,Q8IHY1,Q9U0H1"
"GO:BP","biological process involved in interaction with host","GO:0051701","1","0","259","21","1","2939","Q8I4R5"
"GO:BP","protein maturation","GO:0051604","1","0","55","21","1","2939","Q8I433"
"GO:BP","proteolysis involved in cellular protein catabolic process","GO:0051603","1","0","144","21","1","2939","Q8IDD9"
"GO:BP","meiotic cell cycle","GO:0051321","1","0","34","21","1","2939","Q8IAN4"
"GO:BP","cell division","GO:0051301","1","0","23","21","1","2939","C0H598"
"GO:BP","chromosome organization","GO:0051276","1","0","131","21","4","2939","C0H598,Q8I482,Q8IAN4,Q8ILY1"
"GO:BP","regulation of RNA metabolic process","GO:0051252","1","0","175","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","localization","GO:0051179","1","0","511","21","1","2939","Q8IHY1"
"GO:BP","modification-dependent macromolecule catabolic process","GO:0043632","1","0","126","21","1","2939","Q8IDD9"
"GO:BP","purine nucleotide metabolic process","GO:0006163","1","0","67","21","1","2939","Q8IHY1"
"GO:BP","DNA-templated DNA replication","GO:0006261","1","0","54","21","2","2939","Q8ILY1,Q9U0H1"
"GO:BP","DNA replication initiation","GO:0006270","1","0","20","21","1","2939","Q9U0H1"
"GO:BP","DNA replication","GO:0006260","1","0","73","21","3","2939","Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","DNA metabolic process","GO:0006259","1","0","171","21","4","2939","Q8IAN4,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","cGMP biosynthetic process","GO:0006182","1","0","2","21","1","2939","Q8IHY1"
"GO:BP","purine nucleotide biosynthetic process","GO:0006164","1","0","38","21","1","2939","Q8IHY1"
"GO:BP","nucleobase-containing compound metabolic process","GO:0006139","1","0","930","21","9","2939","C6KSY0,Q8I282,Q8I482,Q8IAM1,Q8IAN4,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","sister chromatid segregation","GO:0000819","1","0","27","21","2","2939","C0H598,Q8I482"
"GO:BP","recombinational repair","GO:0000725","1","0","31","21","1","2939","Q8IAN4"
"GO:BP","double-strand break repair via homologous recombination","GO:0000724","1","0","29","21","1","2939","Q8IAN4"
"GO:BP","nuclear division","GO:0000280","1","0","44","21","3","2939","C0H598,Q8I482,Q8IAN4"
"GO:BP","mitotic cell cycle","GO:0000278","1","0","80","21","3","2939","C0H598,Q8I482,Q9U0H1"
"GO:BP","mitochondrial fission","GO:0000266","1","0","4","21","1","2939","Q8IHR4"
"GO:BP","protein polyubiquitination","GO:0000209","1","0","22","21","1","2939","Q8IDD9"
"GO:BP","mitotic sister chromatid segregation","GO:0000070","1","0","23","21","2","2939","C0H598,Q8I482"
"GO:BP","reproduction","GO:0000003","1","0","43","21","1","2939","Q8IAN4"
"GO:CC","rhoptry","GO:0020008","0.01872523301325665","1.72757276931651","37","29","4","3609","C0H4M0,O77309,Q8I485,Q8I4R5"
"GO:CC","apical complex","GO:0020007","0.12947355353947404","0.887818932160493","61","29","4","3609","C0H4M0,O77309,Q8I485,Q8I4R5"
"GO:CC","apical part of cell","GO:0045177","0.14615213619773282","0.8351948324987614","63","29","4","3609","C0H4M0,O77309,Q8I485,Q8I4R5"
"GO:CC","nuclear membrane","GO:0031965","0.2728993104369279","0.5639975617057558","10","29","2","3609","C0H4S1,Q8IHR4"
"GO:CC","HIR complex","GO:0000417","0.8133063652160603","0.08974582874818156","1","29","1","3609","Q8I482"
"GO:CC","extracellular membrane-bounded organelle","GO:0065010","0.9836662646024122","0.007152222733416353","56","29","3","3609","C0H4M0,Q8I4R5,Q8IHR4"
"GO:CC","symbiont-containing vacuole","GO:0020003","0.9836662646024122","0.007152222733416353","56","29","3","3609","C0H4M0,Q8I4R5,Q8IHR4"
"GO:CC","nuclear chromosome","GO:0000228","1","0","48","29","2","3609","Q8IJA6,Q9U0H1"
"GO:CC","inner membrane pellicle complex","GO:0070258","1","0","20","29","1","3609","O97224"
"GO:CC","intracellular organelle lumen","GO:0070013","1","0","385","29","2","3609","Q8IJA6,Q9U0H1"
"GO:CC","transferase complex, transferring phosphorus-containing groups","GO:0061695","1","0","66","29","1","3609","Q9U0H1"
"GO:CC","nuclear DNA-directed RNA polymerase complex","GO:0055029","1","0","45","29","1","3609","Q9U0H1"
"GO:CC","anchored component of plasma membrane","GO:0046658","1","0","26","29","1","3609","Q8I0U8"
"GO:CC","phagocytic vesicle","GO:0045335","1","0","45","29","1","3609","Q8IHR4"
"GO:CC","membrane raft","GO:0045121","1","0","2","29","1","3609","C0H4M0"
"GO:CC","DNA packaging complex","GO:0044815","1","0","23","29","1","3609","C0H598"
"GO:CC","host cell","GO:0043657","1","0","382","29","5","3609","C0H4M0,O77309,O77344,Q8I4R5,Q8IHR4"
"GO:CC","host intracellular region","GO:0043656","1","0","233","29","4","3609","C0H4M0,O77344,Q8I4R5,Q8IHR4"
"GO:CC","nuclear replisome","GO:0043601","1","0","10","29","1","3609","Q9U0H1"
"GO:CC","nuclear replication fork","GO:0043596","1","0","16","29","1","3609","Q9U0H1"
"GO:CC","cell periphery","GO:0071944","1","0","146","29","3","3609","Q8I0U8,Q8IHR4,Q8IHY1"
"GO:CC","organelle lumen","GO:0043233","1","0","386","29","2","3609","Q8IJA6,Q9U0H1"
"GO:CC","intracellular membrane-bounded organelle","GO:0043231","1","0","1970","29","17","3609","C0H4M0,C0H4S1,C6KSW6,C6KSY0,O97224,Q8I282,Q8I482,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8II70,Q8IJA6,Q8IL73,Q8ILY1,Q9U0H1"
"GO:CC","extracellular organelle","GO:0043230","1","0","57","29","3","3609","C0H4M0,Q8I4R5,Q8IHR4"
"GO:CC","intracellular organelle","GO:0043229","1","0","2189","29","18","3609","C0H4M0,C0H4S1,C0H598,C6KSW6,C6KSY0,O97224,Q8I282,Q8I482,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8II70,Q8IJA6,Q8IL73,Q8ILY1,Q9U0H1"
"GO:CC","non-membrane-bounded organelle","GO:0043228","1","0","559","29","5","3609","C0H598,Q8I482,Q8IHR4,Q8IJA6,Q9U0H1"
"GO:CC","membrane-bounded organelle","GO:0043227","1","0","2050","29","18","3609","C0H4M0,C0H4S1,C6KSW6,C6KSY0,O97224,Q8I282,Q8I482,Q8I4R5,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8II70,Q8IJA6,Q8IL73,Q8ILY1,Q9U0H1"
"GO:CC","organelle","GO:0043226","1","0","2238","29","19","3609","C0H4M0,C0H4S1,C0H598,C6KSW6,C6KSY0,O97224,Q8I282,Q8I482,Q8I4R5,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8II70,Q8IJA6,Q8IL73,Q8ILY1,Q9U0H1"
"GO:CC","DNA polymerase complex","GO:0042575","1","0","11","29","1","3609","Q9U0H1"
"GO:CC","host cell cytoplasm part","GO:0033655","1","0","218","29","4","3609","C0H4M0,O77344,Q8I4R5,Q8IHR4"
"GO:CC","host intracellular part","GO:0033646","1","0","232","29","4","3609","C0H4M0,O77344,Q8I4R5,Q8IHR4"
"GO:CC","host cell membrane","GO:0033644","1","0","202","29","1","3609","O77309"
"GO:CC","host cell part","GO:0033643","1","0","375","29","5","3609","C0H4M0,O77309,O77344,Q8I4R5,Q8IHR4"
"GO:CC","protein-DNA complex","GO:0032993","1","0","31","29","1","3609","Q9U0H1"
"GO:CC","intracellular non-membrane-bounded organelle","GO:0043232","1","0","558","29","5","3609","C0H598,Q8I482,Q8IHR4,Q8IJA6,Q9U0H1"
"GO:CC","intracellular vesicle","GO:0097708","1","0","137","29","2","3609","Q8IHR4,Q8IHY1"
"GO:CC","bounding membrane of organelle","GO:0098588","1","0","100","29","1","3609","O97224"
"GO:CC","chromosomal region","GO:0098687","1","0","16","29","1","3609","Q8I482"
"GO:CC","transferase complex","GO:1990234","1","0","156","29","1","3609","Q9U0H1"
"GO:CC","endopeptidase complex","GO:1905369","1","0","48","29","1","3609","Q8I377"
"GO:CC","peptidase complex","GO:1905368","1","0","55","29","1","3609","Q8I377"
"GO:CC","catalytic complex","GO:1902494","1","0","345","29","2","3609","Q8I377,Q9U0H1"
"GO:CC","intracellular protein-containing complex","GO:0140535","1","0","192","29","2","3609","Q8I377,Q9U0H1"
"GO:CC","nuclear protein-containing complex","GO:0140513","1","0","323","29","2","3609","Q8IJA6,Q9U0H1"
"GO:CC","cellular anatomical entity","GO:0110165","1","0","3529","29","29","3609","C0H4M0,C0H4S1,C0H598,C6KSW6,C6KSY0,O77309,O77344,O77393,O97224,Q8I0U8,Q8I282,Q8I377,Q8I433,Q8I482,Q8I485,Q8I4R5,Q8IAM1,Q8IAN4,Q8IBQ8,Q8IDD9,Q8IEQ5,Q8IHR4,Q8IHY1,Q8II53,Q8II70,Q8IJA6,Q8IL73,Q8ILY1,Q9U0H1"
"GO:CC","polymeric cytoskeletal fiber","GO:0099513","1","0","49","29","1","3609","Q8IHR4"
"GO:CC","supramolecular fiber","GO:0099512","1","0","49","29","1","3609","Q8IHR4"
"GO:CC","supramolecular polymer","GO:0099081","1","0","49","29","1","3609","Q8IHR4"
"GO:CC","supramolecular complex","GO:0099080","1","0","91","29","1","3609","Q8IHR4"
"GO:CC","membrane microdomain","GO:0098857","1","0","2","29","1","3609","C0H4M0"
"GO:CC","protein-containing complex","GO:0032991","1","0","1107","29","5","3609","C0H598,Q8I377,Q8I482,Q8IJA6,Q9U0H1"
"GO:CC","Golgi membrane","GO:0000139","1","0","36","29","1","3609","O97224"
"GO:CC","phagolysosome","GO:0032010","1","0","45","29","1","3609","Q8IHR4"
"GO:CC","nuclear lumen","GO:0031981","1","0","276","29","2","3609","Q8IJA6,Q9U0H1"
"GO:CC","microtubule","GO:0005874","1","0","45","29","1","3609","Q8IHR4"
"GO:CC","cytoskeleton","GO:0005856","1","0","124","29","1","3609","Q8IHR4"
"GO:CC","cytosol","GO:0005829","1","0","352","29","1","3609","Q8I377"
"GO:CC","Golgi apparatus","GO:0005794","1","0","127","29","2","3609","C0H4M0,O97224"
"GO:CC","endoplasmic reticulum","GO:0005783","1","0","203","29","1","3609","C0H4M0"
"GO:CC","vacuole","GO:0005773","1","0","81","29","1","3609","Q8IHR4"
"GO:CC","secondary lysosome","GO:0005767","1","0","45","29","1","3609","Q8IHR4"
"GO:CC","lysosome","GO:0005764","1","0","59","29","1","3609","Q8IHR4"
"GO:CC","mitochondrion","GO:0005739","1","0","342","29","2","3609","Q8IDD9,Q8IL73"
"GO:CC","cytoplasm","GO:0005737","1","0","1856","29","13","3609","C0H4M0,C0H598,C6KSW6,O77344,O97224,Q8I282,Q8I377,Q8IDD9,Q8IHR4,Q8IHY1,Q8II70,Q8IL73,Q8ILY1"
"GO:CC","chromosome","GO:0005694","1","0","111","29","4","3609","C0H598,Q8I482,Q8IJA6,Q9U0H1"
"GO:CC","nuclear origin of replication recognition complex","GO:0005664","1","0","6","29","1","3609","Q8IJA6"
"GO:CC","plasma membrane","GO:0005886","1","0","137","29","3","3609","Q8I0U8,Q8IHR4,Q8IHY1"
"GO:CC","alpha DNA polymerase:primase complex","GO:0005658","1","0","4","29","1","3609","Q9U0H1"
"GO:CC","nuclear inner membrane","GO:0005637","1","0","3","29","1","3609","C0H4S1"
"GO:CC","nuclear envelope","GO:0005635","1","0","22","29","2","3609","C0H4S1,Q8IHR4"
"GO:CC","nucleus","GO:0005634","1","0","944","29","10","3609","C0H4S1,C6KSY0,Q8I282,Q8I482,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHR4,Q8IJA6,Q9U0H1"
"GO:CC","intracellular anatomical structure","GO:0005622","1","0","2540","29","20","3609","C0H4M0,C0H4S1,C0H598,C6KSW6,C6KSY0,O77344,O97224,Q8I282,Q8I377,Q8I482,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8II70,Q8IJA6,Q8IL73,Q8ILY1,Q9U0H1"
"GO:CC","extracellular region","GO:0005576","1","0","83","29","3","3609","C0H4M0,Q8I4R5,Q8IHR4"
"GO:CC","cellular_component","GO:0005575","1","0","3593","29","29","3609","C0H4M0,C0H4S1,C0H598,C6KSW6,C6KSY0,O77309,O77344,O77393,O97224,Q8I0U8,Q8I282,Q8I377,Q8I433,Q8I482,Q8I485,Q8I4R5,Q8IAM1,Q8IAN4,Q8IBQ8,Q8IDD9,Q8IEQ5,Q8IHR4,Q8IHY1,Q8II53,Q8II70,Q8IJA6,Q8IL73,Q8ILY1,Q9U0H1"
"GO:CC","origin recognition complex","GO:0000808","1","0","6","29","1","3609","Q8IJA6"
"GO:CC","condensin complex","GO:0000796","1","0","5","29","1","3609","C0H598"
"GO:CC","chromosome, centromeric region","GO:0000775","1","0","10","29","1","3609","Q8I482"
"GO:CC","proteasome complex","GO:0000502","1","0","43","29","1","3609","Q8I377"
"GO:CC","DNA-directed RNA polymerase complex","GO:0000428","1","0","46","29","1","3609","Q9U0H1"
"GO:CC","lytic vacuole","GO:0000323","1","0","59","29","1","3609","Q8IHR4"
"GO:CC","replication fork","GO:0005657","1","0","26","29","1","3609","Q9U0H1"
"GO:CC","integral component of plasma membrane","GO:0005887","1","0","28","29","1","3609","Q8IHY1"
"GO:CC","HslUV protease complex","GO:0009376","1","0","2","29","1","3609","Q8I377"
"GO:CC","plastid","GO:0009536","1","0","401","29","3","3609","C6KSW6,Q8II70,Q8ILY1"
"GO:CC","envelope","GO:0031975","1","0","116","29","2","3609","C0H4S1,Q8IHR4"
"GO:CC","membrane-enclosed lumen","GO:0031974","1","0","386","29","2","3609","Q8IJA6,Q9U0H1"
"GO:CC","organelle envelope","GO:0031967","1","0","115","29","2","3609","C0H4S1,Q8IHR4"
"GO:CC","cytosolic proteasome complex","GO:0031597","1","0","5","29","1","3609","Q8I377"
"GO:CC","cytoplasmic vesicle","GO:0031410","1","0","137","29","2","3609","Q8IHR4,Q8IHY1"
"GO:CC","intrinsic component of plasma membrane","GO:0031226","1","0","54","29","2","3609","Q8I0U8,Q8IHY1"
"GO:CC","anchored component of membrane","GO:0031225","1","0","29","29","2","3609","C0H4M0,Q8I0U8"
"GO:CC","intrinsic component of membrane","GO:0031224","1","0","1247","29","11","3609","C0H4M0,C0H4S1,O77393,O97224,Q8I0U8,Q8I433,Q8I4R5,Q8IBQ8,Q8IEQ5,Q8IHY1,Q8II53"
"GO:CC","organelle membrane","GO:0031090","1","0","287","29","4","3609","C0H4S1,O97224,Q8IHR4,Q8IHY1"
"GO:CC","replisome","GO:0030894","1","0","11","29","1","3609","Q9U0H1"
"GO:CC","RNA polymerase complex","GO:0030880","1","0","47","29","1","3609","Q9U0H1"
"GO:CC","cytoplasmic vesicle membrane","GO:0030659","1","0","41","29","1","3609","Q8IHY1"
"GO:CC","host cell cytoplasm","GO:0030430","1","0","232","29","4","3609","C0H4M0,O77344,Q8I4R5,Q8IHR4"
"GO:CC","endocytic vesicle","GO:0030139","1","0","50","29","1","3609","Q8IHR4"
"GO:CC","pellicle","GO:0020039","1","0","21","29","1","3609","O97224"
"GO:CC","Maurer's cleft","GO:0020036","1","0","101","29","1","3609","O77344"
"GO:CC","food vacuole","GO:0020020","1","0","45","29","1","3609","Q8IHR4"
"GO:CC","apicoplast","GO:0020011","1","0","387","29","3","3609","C6KSW6,Q8II70,Q8ILY1"
"GO:CC","symbiont-containing vacuole membrane","GO:0020005","1","0","32","29","1","3609","Q8IHR4"
"GO:CC","host cell plasma membrane","GO:0020002","1","0","194","29","1","3609","O77309"
"GO:CC","organelle inner membrane","GO:0019866","1","0","83","29","1","3609","C0H4S1"
"GO:CC","host cellular component","GO:0018995","1","0","382","29","5","3609","C0H4M0,O77309,O77344,Q8I4R5,Q8IHR4"
"GO:CC","integral component of membrane","GO:0016021","1","0","1228","29","10","3609","C0H4S1,O77393,O97224,Q8I0U8,Q8I433,Q8I4R5,Q8IBQ8,Q8IEQ5,Q8IHY1,Q8II53"
"GO:CC","membrane","GO:0016020","1","0","1501","29","12","3609","C0H4M0,C0H4S1,O77393,O97224,Q8I0U8,Q8I433,Q8I4R5,Q8IBQ8,Q8IEQ5,Q8IHR4,Q8IHY1,Q8II53"
"GO:CC","microtubule cytoskeleton","GO:0015630","1","0","92","29","1","3609","Q8IHR4"
"GO:CC","vesicle membrane","GO:0012506","1","0","41","29","1","3609","Q8IHY1"
"GO:CC","endomembrane system","GO:0012505","1","0","343","29","5","3609","C0H4M0,C0H4S1,O97224,Q8IHR4,Q8II53"
"GO:CC","vesicle","GO:0031982","1","0","146","29","2","3609","Q8IHR4,Q8IHY1"
"KEGG","Homologous recombination","KEGG:03440","0.016772343611577648","1.775406248874988","14","5","2","1056","Q8IAN4,Q8ILY1"
